user_id,isbn,rating
1,9780007158522,5
2,9780007158522,5
1,9780007162994,3
2,9780007162994,5
1,9780007171996,3
2,9780007171996,3
1,9780007173020,5
2,9780007173020,4
1,9780007179817,3
2,9780007179817,4
1,9780007179824,5
2,9780007179824,5
1,9780007189953,3
2,9780007189953,4
1,9780007190683,3
2,9780007190683,3
1,9780007191925,5
2,9780007191925,5
1,9780007195718,4
2,9780007195718,3
1,9780007204441,4
2,9780007204441,5
1,9780007204465,3
2,9780007204465,4
1,9780020264736,3
2,9780020264736,3
1,9780020360759,5
2,9780020360759,3
1,9780020442608,4
2,9780020442608,3
1,9780020867401,3
2,9780020867401,4
1,9780024181909,4
2,9780024181909,4
1,9780027897500,4
2,9780027897500,4
1,9780029131695,5
2,9780029131695,3
1,9780029221303,3
2,9780029221303,3
1,9780030547744,3
2,9780030547744,4
1,9780060000141,4
2,9780060000141,4
1,9780060001537,5
2,9780060001537,5
1,9780060004507,5
2,9780060004507,5
1,9780060005696,5
2,9780060005696,4
1,9780060009427,3
2,9780060009427,4
1,9780060012342,5
2,9780060012342,4
1,9780060012380,5
2,9780060012380,5
1,9780060013134,4
2,9780060013134,4
1,9780060084387,4
2,9780060084387,4
1,9780060085445,3
2,9780060085445,4
1,9780060088743,3
2,9780060088743,4
1,9780060090371,3
2,9780060090371,4
1,9780060093747,3
2,9780060093747,5
1,9780060094935,5
2,9780060094935,5
1,9780060099459,5
2,9780060099459,4
1,9780060175641,5
2,9780060175641,4
1,9780060177249,4
2,9780060177249,4
1,9780060218058,5
2,9780060218058,3
1,9780060245603,3
2,9780060245603,3
1,9780060256579,5
2,9780060256579,4
1,9780060256753,4
2,9780060256753,5
1,9780060277406,5
2,9780060277406,3
1,9780060278427,5
2,9780060278427,3
1,9780060391539,3
2,9780060391539,5
1,9780060502959,3
2,9780060502959,3
1,9780060504083,3
2,9780060504083,3
1,9780060506049,5
2,9780060506049,5
1,9780060507404,4
2,9780060507404,4
1,9780060509057,4
2,9780060509057,3
1,9780060510855,5
2,9780060510855,5
1,9780060510862,3
2,9780060510862,4
1,9780060511067,4
2,9780060511067,4
1,9780060511104,4
2,9780060511104,3
1,9780060511111,3
2,9780060511111,3
1,9780060511135,3
2,9780060511135,5
1,9780060512804,4
2,9780060512804,4
1,9780060515195,3
2,9780060515195,3
1,9780060515225,4
2,9780060515225,5
1,9780060516055,5
2,9780060516055,5
1,9780060518653,3
2,9780060518653,3
1,9780060519131,4
2,9780060519131,5
1,9780060521226,4
2,9780060521226,3
1,9780060521998,4
2,9780060521998,5
1,9780060524937,3
2,9780060524937,3
1,9780060525101,3
2,9780060525101,3
1,9780060525118,5
2,9780060525118,3
1,9780060527983,5
2,9780060527983,5
1,9780060527990,3
2,9780060527990,4
1,9780060529574,5
2,9780060529574,4
1,9780060531041,5
2,9780060531041,5
1,9780060535117,5
2,9780060535117,3
1,9780060539092,4
2,9780060539092,3
1,9780060540944,5
2,9780060540944,4
1,9780060541835,3
2,9780060541835,4
1,9780060541880,5
2,9780060541880,4
1,9780060543495,5
2,9780060543495,4
1,9780060545840,3
2,9780060545840,5
1,9780060546571,5
2,9780060546571,4
1,9780060548285,5
2,9780060548285,5
1,9780060554736,4
2,9780060554736,3
1,9780060556501,3
2,9780060556501,3
1,9780060556525,3
2,9780060556525,3
1,9780060564780,5
2,9780060564780,5
1,9780060566104,3
2,9780060566104,4
1,9780060566685,5
2,9780060566685,5
1,9780060567231,3
2,9780060567231,4
1,9780060570583,4
2,9780060570583,3
1,9780060572006,5
2,9780060572006,5
1,9780060572969,4
2,9780060572969,3
1,9780060572976,3
2,9780060572976,3
1,9780060574215,4
2,9780060574215,4
1,9780060575816,4
2,9780060575816,5
1,9780060577049,3
2,9780060577049,3
1,9780060577865,4
2,9780060577865,5
1,9780060578114,5
2,9780060578114,3
1,9780060578121,3
2,9780060578121,3
1,9780060580339,4
2,9780060580339,4
1,9780060582500,4
2,9780060582500,5
1,9780060584023,3
2,9780060584023,3
1,9780060584030,4
2,9780060584030,3
1,9780060584757,4
2,9780060584757,4
1,9780060586546,4
2,9780060586546,4
1,9780060587031,3
2,9780060587031,5
1,9780060589288,3
2,9780060589288,5
1,9780060589462,3
2,9780060589462,3
1,9780060590154,4
2,9780060590154,4
1,9780060590277,3
2,9780060590277,3
1,9780060593087,4
2,9780060593087,5
1,9780060593247,3
2,9780060593247,4
1,9780060593636,5
2,9780060593636,5
1,9780060594527,3
2,9780060594527,5
1,9780060595180,4
2,9780060595180,4
1,9780060598808,5
2,9780060598808,5
1,9780060598846,4
2,9780060598846,5
1,9780060598853,4
2,9780060598853,4
1,9780060598891,3
2,9780060598891,5
1,9780060598969,3
2,9780060598969,5
1,9780060598976,5
2,9780060598976,4
1,9780060609177,4
2,9780060609177,3
1,9780060609191,4
2,9780060609191,5
1,9780060622138,3
2,9780060622138,3
1,9780060645892,4
2,9780060645892,4
1,9780060652852,4
2,9780060652852,4
1,9780060652890,5
2,9780060652890,4
1,9780060652920,5
2,9780060652920,4
1,9780060654856,3
2,9780060654856,4
1,9780060725143,3
2,9780060725143,3
1,9780060727536,4
2,9780060727536,5
1,9780060727635,5
2,9780060727635,3
1,9780060730550,3
2,9780060730550,3
1,9780060731304,3
2,9780060731304,3
1,9780060732707,5
2,9780060732707,5
1,9780060733353,3
2,9780060733353,3
1,9780060734015,5
2,9780060734015,5
1,9780060735425,5
2,9780060735425,5
1,9780060735449,5
2,9780060735449,4
1,9780060735456,5
2,9780060735456,4
1,9780060736255,5
2,9780060736255,4
1,9780060737047,3
2,9780060737047,5
1,9780060745905,3
2,9780060745905,5
1,9780060747220,3
2,9780060747220,3
1,9780060747473,4
2,9780060747473,3
1,9780060747480,5
2,9780060747480,5
1,9780060751647,5
2,9780060751647,5
1,9780060753108,4
2,9780060753108,5
1,9780060753634,3
2,9780060753634,5
1,9780060754006,5
2,9780060754006,4
1,9780060758769,5
2,9780060758769,5
1,9780060760250,4
2,9780060760250,5
1,9780060760441,4
2,9780060760441,3
1,9780060760823,3
2,9780060760823,5
1,9780060761530,3
2,9780060761530,4
1,9780060763725,4
2,9780060763725,4
1,9780060765316,4
2,9780060765316,5
1,9780060765453,5
2,9780060765453,4
1,9780060765484,3
2,9780060765484,4
1,9780060773755,5
2,9780060773755,4
1,9780060775858,5
2,9780060775858,4
1,9780060776091,3
2,9780060776091,5
1,9780060777104,4
2,9780060777104,4
1,9780060777333,3
2,9780060777333,4
1,9780060778019,3
2,9780060778019,3
1,9780060782139,5
2,9780060782139,3
1,9780060786731,3
2,9780060786731,4
1,9780060787035,5
2,9780060787035,5
1,9780060788193,3
2,9780060788193,5
1,9780060788384,5
2,9780060788384,4
1,9780060790592,5
2,9780060790592,4
1,9780060792176,5
2,9780060792176,4
1,9780060792787,4
2,9780060792787,3
1,9780060792800,5
2,9780060792800,5
1,9780060793197,5
2,9780060793197,4
1,9780060815523,3
2,9780060815523,4
1,9780060815912,5
2,9780060815912,3
1,9780060815929,4
2,9780060815929,4
1,9780060816223,3
2,9780060816223,4
1,9780060819224,3
2,9780060819224,5
1,9780060823726,5
2,9780060823726,3
1,9780060833176,4
2,9780060833176,4
1,9780060833183,5
2,9780060833183,4
1,9780060834005,5
2,9780060834005,3
1,9780060834821,3
2,9780060834821,4
1,9780060837167,3
2,9780060837167,3
1,9780060837334,3
2,9780060837334,5
1,9780060837556,5
2,9780060837556,5
1,9780060838591,4
2,9780060838591,5
1,9780060839789,3
2,9780060839789,4
1,9780060840884,5
2,9780060840884,5
1,9780060841867,5
2,9780060841867,3
1,9780060844097,4
2,9780060844097,5
1,9780060845247,5
2,9780060845247,4
1,9780060845308,5
2,9780060845308,4
1,9780060846732,5
2,9780060846732,5
1,9780060851989,4
2,9780060851989,5
1,9780060852559,4
2,9780060852559,4
1,9780060853983,5
2,9780060853983,4
1,9780060854096,3
2,9780060854096,4
1,9780060854942,5
2,9780060854942,4
1,9780060872793,3
2,9780060872793,4
1,9780060872984,4
2,9780060872984,4
1,9780060880125,5
2,9780060880125,4
1,9780060882600,3
2,9780060882600,3
1,9780060882860,3
2,9780060882860,4
1,9780060884055,4
2,9780060884055,4
1,9780060885373,4
2,9780060885373,5
1,9780060885380,4
2,9780060885380,5
1,9780060885427,3
2,9780060885427,3
1,9780060885458,4
2,9780060885458,5
1,9780060887964,4
2,9780060887964,5
1,9780060889449,3
2,9780060889449,4
1,9780060891565,3
2,9780060891565,3
1,9780060894085,3
2,9780060894085,5
1,9780060898656,4
2,9780060898656,5
1,9780060899226,4
2,9780060899226,5
1,9780060906825,3
2,9780060906825,3
1,9780060913076,4
2,9780060913076,4
1,9780060915186,4
2,9780060915186,4
1,9780060915438,4
2,9780060915438,3
1,9780060916091,3
2,9780060916091,3
1,9780060916466,5
2,9780060916466,4
1,9780060916510,3
2,9780060916510,3
1,9780060916817,3
2,9780060916817,5
1,9780060919887,4
2,9780060919887,5
1,9780060921712,3
2,9780060921712,5
1,9780060922559,5
2,9780060922559,4
1,9780060924980,3
2,9780060924980,4
1,9780060925758,3
2,9780060925758,3
1,9780060927196,4
2,9780060927196,4
1,9780060927516,3
2,9780060927516,5
1,9780060927547,5
2,9780060927547,3
1,9780060928414,3
2,9780060928414,3
1,9780060929596,3
2,9780060929596,3
1,9780060929602,5
2,9780060929602,5
1,9780060930134,3
2,9780060930134,4
1,9780060930219,3
2,9780060930219,3
1,9780060930318,4
2,9780060930318,3
1,9780060930530,3
2,9780060930530,4
1,9780060930868,4
2,9780060930868,5
1,9780060931360,3
2,9780060931360,3
1,9780060931803,5
2,9780060931803,3
1,9780060932664,5
2,9780060932664,3
1,9780060932688,4
2,9780060932688,3
1,9780060933524,5
2,9780060933524,5
1,9780060934439,5
2,9780060934439,4
1,9780060934545,4
2,9780060934545,5
1,9780060935559,3
2,9780060935559,4
1,9780060936198,3
2,9780060936198,3
1,9780060936501,4
2,9780060936501,5
1,9780060936648,4
2,9780060936648,4
1,9780060936662,5
2,9780060936662,3
1,9780060938109,5
2,9780060938109,3
1,9780060954833,4
2,9780060954833,5
1,9780060955427,5
2,9780060955427,3
1,9780060956868,3
2,9780060956868,5
1,9780060957261,3
2,9780060957261,5
1,9780060957353,5
2,9780060957353,3
1,9780060957605,4
2,9780060957605,3
1,9780060958336,5
2,9780060958336,4
1,9780060959036,5
2,9780060959036,4
1,9780060973339,5
2,9780060973339,4
1,9780060974367,3
2,9780060974367,3
1,9780060974688,5
2,9780060974688,5
1,9780060974992,3
2,9780060974992,3
1,9780060975005,4
2,9780060975005,5
1,9780060975098,4
2,9780060975098,5
1,9780060975944,4
2,9780060975944,4
1,9780060976095,3
2,9780060976095,5
1,9780060976101,5
2,9780060976101,5
1,9780060976118,4
2,9780060976118,4
1,9780060976729,5
2,9780060976729,5
1,9780060977085,3
2,9780060977085,5
1,9780060977498,5
2,9780060977498,4
1,9780060987329,4
2,9780060987329,5
1,9780060987466,3
2,9780060987466,3
1,9780060987527,4
2,9780060987527,5
1,9780060989156,3
2,9780060989156,5
1,9780060997021,5
2,9780060997021,4
1,9780061015625,5
2,9780061015625,3
1,9780061020094,4
2,9780061020094,5
1,9780061020575,4
2,9780061020575,5
1,9780061020704,3
2,9780061020704,4
1,9780061030659,5
2,9780061030659,3
1,9780061052392,3
2,9780061052392,3
1,9780061053566,3
2,9780061053566,4
1,9780061053665,3
2,9780061053665,3
1,9780061054679,3
2,9780061054679,3
1,9780061054686,4
2,9780061054686,4
1,9780061054907,3
2,9780061054907,3
1,9780061056000,4
2,9780061056000,3
1,9780061059476,4
2,9780061059476,3
1,9780061093982,3
2,9780061093982,4
1,9780061093999,5
2,9780061093999,5
1,9780061094156,5
2,9780061094156,3
1,9780061094224,5
2,9780061094224,3
1,9780061094231,5
2,9780061094231,5
1,9780061096853,4
2,9780061096853,4
1,9780061120060,3
2,9780061120060,5
1,9780061120077,5
2,9780061120077,5
1,9780061120251,4
2,9780061120251,3
1,9780061122095,5
2,9780061122095,3
1,9780061122415,5
2,9780061122415,3
1,9780061124266,5
2,9780061124266,4
1,9780061127762,3
2,9780061127762,4
1,9780061127915,3
2,9780061127915,3
1,9780061129735,5
2,9780061129735,3
1,9780061131271,3
2,9780061131271,4
1,9780061131523,4
2,9780061131523,5
1,9780061131622,4
2,9780061131622,5
1,9780061136900,3
2,9780061136900,3
1,9780061137037,5
2,9780061137037,4
1,9780061137365,3
2,9780061137365,4
1,9780061137457,5
2,9780061137457,4
1,9780061139376,5
2,9780061139376,4
1,9780061139635,4
2,9780061139635,5
1,9780061140501,5
2,9780061140501,4
1,9780061140532,4
2,9780061140532,5
1,9780061142024,3
2,9780061142024,3
1,9780061144899,4
2,9780061144899,3
1,9780061145391,4
2,9780061145391,4
1,9780061150142,4
2,9780061150142,3
1,9780061159176,3
2,9780061159176,4
1,9780061177590,3
2,9780061177590,3
1,9780061196676,3
2,9780061196676,5
1,9780061196683,4
2,9780061196683,5
1,9780061198755,5
2,9780061198755,3
1,9780061205699,3
2,9780061205699,4
1,9780061208492,3
2,9780061208492,5
1,9780061238239,3
2,9780061238239,5
1,9780061312113,4
2,9780061312113,5
1,9780062508867,4
2,9780062508867,4
1,9780062511119,5
2,9780062511119,5
1,9780062512796,3
2,9780062512796,4
1,9780062513342,4
2,9780062513342,5
1,9780062516374,3
2,9780062516374,3
1,9780062700254,3
2,9780062700254,5
1,9780064400961,4
2,9780064400961,5
1,9780064400992,5
2,9780064400992,4
1,9780064401685,5
2,9780064401685,5
1,9780064402453,4
2,9780064402453,3
1,9780064403368,5
2,9780064403368,5
1,9780064403870,4
2,9780064403870,3
1,9780064404419,5
2,9780064404419,3
1,9780064404891,3
2,9780064404891,4
1,9780064405447,3
2,9780064405447,4
1,9780064405454,5
2,9780064405454,3
1,9780064405478,4
2,9780064405478,4
1,9780064405713,5
2,9780064405713,5
1,9780064405850,3
2,9780064405850,5
1,9780064405959,4
2,9780064405959,4
1,9780064406307,3
2,9780064406307,3
1,9780064406925,5
2,9780064406925,5
1,9780064407144,3
2,9780064407144,5
1,9780064407311,5
2,9780064407311,3
1,9780064408585,4
2,9780064408585,5
1,9780064408677,3
2,9780064408677,4
1,9780064408745,3
2,9780064408745,3
1,9780064409902,5
2,9780064409902,4
1,9780064410342,4
2,9780064410342,5
1,9780064410724,3
2,9780064410724,3
1,9780064410939,3
2,9780064410939,5
1,9780064420815,5
2,9780064420815,4
1,9780064434874,3
2,9780064434874,5
1,9780064434942,3
2,9780064434942,5
1,9780064434980,5
2,9780064434980,4
1,9780064435260,4
2,9780064435260,4
1,9780064440578,3
2,9780064440578,4
1,9780064440950,4
2,9780064440950,5
1,9780064441766,3
2,9780064441766,5
1,9780064462044,5
2,9780064462044,3
1,9780064462341,4
2,9780064462341,4
1,9780064471961,5
2,9780064471961,5
1,9780064472777,3
2,9780064472777,4
1,9780064473552,3
2,9780064473552,4
1,9780066236179,4
2,9780066236179,3
1,9780066238500,3
2,9780066238500,4
1,9780066620107,5
2,9780066620107,3
1,9780067575208,4
2,9780067575208,4
1,9780070488205,3
2,9780070488205,4
1,9780071348270,5
2,9780071348270,5
1,9780071401944,3
2,9780071401944,4
1,9780071418584,4
2,9780071418584,4
1,9780071428484,5
2,9780071428484,4
1,9780071433716,3
2,9780071433716,5
1,9780071451383,5
2,9780071451383,3
1,9780072226966,4
2,9780072226966,4
1,9780072920963,5
2,9780072920963,5
1,9780091883768,4
2,9780091883768,5
1,9780091894603,4
2,9780091894603,3
1,9780091895815,4
2,9780091895815,5
1,9780091898243,3
2,9780091898243,3
1,9780099134015,3
2,9780099134015,3
1,9780099173311,5
2,9780099173311,4
1,9780099267546,4
2,9780099267546,4
1,9780099271499,5
2,9780099271499,5
1,9780099273844,4
2,9780099273844,4
1,9780099273868,4
2,9780099273868,4
1,9780099276494,4
2,9780099276494,4
1,9780099282648,5
2,9780099282648,3
1,9780099282969,4
2,9780099282969,4
1,9780099283225,3
2,9780099283225,5
1,9780099284482,5
2,9780099284482,3
1,9780099285557,3
2,9780099285557,4
1,9780099285564,5
2,9780099285564,5
1,9780099285823,3
2,9780099285823,4
1,9780099297703,3
2,9780099297703,3
1,9780099307914,5
2,9780099307914,5
1,9780099339212,3
2,9780099339212,4
1,9780099389019,4
2,9780099389019,3
1,9780099409960,5
2,9780099409960,4
1,9780099410355,4
2,9780099410355,3
1,9780099410386,4
2,9780099410386,3
1,9780099421863,5
2,9780099421863,5
1,9780099422341,4
2,9780099422341,4
1,9780099422686,5
2,9780099422686,5
1,9780099422693,4
2,9780099422693,3
1,9780099427865,4
2,9780099427865,5
1,9780099428169,3
2,9780099428169,5
1,9780099428633,4
2,9780099428633,5
1,9780099428640,5
2,9780099428640,5
1,9780099429166,4
2,9780099429166,5
1,9780099429791,3
2,9780099429791,5
1,9780099432449,3
2,9780099432449,4
1,9780099436744,4
2,9780099436744,4
1,9780099437529,3
2,9780099437529,3
1,9780099437598,4
2,9780099437598,4
1,9780099446729,5
2,9780099446729,3
1,9780099448464,4
2,9780099448464,5
1,9780099448471,4
2,9780099448471,5
1,9780099448570,3
2,9780099448570,4
1,9780099448754,5
2,9780099448754,5
1,9780099448761,3
2,9780099448761,5
1,9780099448921,3
2,9780099448921,3
1,9780099449867,3
2,9780099449867,5
1,9780099449898,5
2,9780099449898,3
1,9780099453833,3
2,9780099453833,4
1,9780099456452,3
2,9780099456452,4
1,9780099458265,5
2,9780099458265,4
1,9780099460176,5
2,9780099460176,4
1,9780099461098,5
2,9780099461098,3
1,9780099461265,3
2,9780099461265,3
1,9780099462255,5
2,9780099462255,5
1,9780099468196,3
2,9780099468196,5
1,9780099468646,5
2,9780099468646,3
1,9780099471370,3
2,9780099471370,4
1,9780099471431,4
2,9780099471431,5
1,9780099472636,5
2,9780099472636,4
1,9780099474128,5
2,9780099474128,3
1,9780099474395,4
2,9780099474395,4
1,9780099474425,4
2,9780099474425,3
1,9780099474463,3
2,9780099474463,3
1,9780099474548,4
2,9780099474548,3
1,9780099476351,3
2,9780099476351,4
1,9780099477310,5
2,9780099477310,5
1,9780099478393,5
2,9780099478393,3
1,9780099478447,3
2,9780099478447,4
1,9780099481249,5
2,9780099481249,3
1,9780099481560,5
2,9780099481560,3
1,9780099481683,4
2,9780099481683,3
1,9780099483472,4
2,9780099483472,3
1,9780099489986,3
2,9780099489986,5
1,9780099490685,5
2,9780099490685,3
1,9780099498582,4
2,9780099498582,5
1,9780099498599,5
2,9780099498599,3
1,9780099498636,5
2,9780099498636,4
1,9780099498667,4
2,9780099498667,5
1,9780099556312,4
2,9780099556312,3
1,9780099578512,4
2,9780099578512,4
1,9780099582014,5
2,9780099582014,3
1,9780099595816,5
2,9780099595816,3
1,9780099730514,5
2,9780099730514,4
1,9780099742005,3
2,9780099742005,3
1,9780099748618,3
2,9780099748618,4
1,9780099766810,3
2,9780099766810,5
1,9780099771814,5
2,9780099771814,3
1,9780099801900,4
2,9780099801900,3
1,9780099910107,4
2,9780099910107,4
1,9780099911708,4
2,9780099911708,5
1,9780099928409,5
2,9780099928409,3
1,9780130235015,4
2,9780130235015,5
1,9780130887016,4
2,9780130887016,3
1,9780131492028,5
2,9780131492028,5
1,9780131494848,3
2,9780131494848,4
1,9780131730366,4
2,9780131730366,3
1,9780131871656,4
2,9780131871656,4
1,9780131922167,4
2,9780131922167,3
1,9780131935075,5
2,9780131935075,4
1,9780132197380,4
2,9780132197380,4
1,9780132370455,4
2,9780132370455,4
1,9780140009378,3
2,9780140009378,5
1,9780140018325,5
2,9780140018325,4
1,9780140055771,3
2,9780140055771,5
1,9780140065503,4
2,9780140065503,5
1,9780140071788,4
2,9780140071788,4
1,9780140105834,5
2,9780140105834,5
1,9780140110876,4
2,9780140110876,5
1,9780140125054,5
2,9780140125054,4
1,9780140128468,4
2,9780140128468,3
1,9780140131673,4
2,9780140131673,3
1,9780140137002,3
2,9780140137002,3
1,9780140137347,4
2,9780140137347,5
1,9780140139396,5
2,9780140139396,5
1,9780140139402,5
2,9780140139402,4
1,9780140139976,4
2,9780140139976,5
1,9780140140828,5
2,9780140140828,3
1,9780140143454,4
2,9780140143454,4
1,9780140144185,5
2,9780140144185,4
1,9780140149241,4
2,9780140149241,4
1,9780140150742,5
2,9780140150742,3
1,9780140152746,5
2,9780140152746,5
1,9780140153194,4
2,9780140153194,4
1,9780140154078,5
2,9780140154078,3
1,9780140156041,4
2,9780140156041,3
1,9780140157185,4
2,9780140157185,4
1,9780140157512,3
2,9780140157512,5
1,9780140158762,5
2,9780140158762,4
1,9780140159950,5
2,9780140159950,4
1,9780140178135,5
2,9780140178135,5
1,9780140178975,5
2,9780140178975,5
1,9780140185331,4
2,9780140185331,3
1,9780140186123,3
2,9780140186123,3
1,9780140187076,5
2,9780140187076,3
1,9780140188264,3
2,9780140188264,4
1,9780140189223,5
2,9780140189223,4
1,9780140189445,4
2,9780140189445,5
1,9780140192070,5
2,9780140192070,4
1,9780140193701,3
2,9780140193701,3
1,9780140195538,3
2,9780140195538,3
1,9780140196092,4
2,9780140196092,5
1,9780140230277,4
2,9780140230277,4
1,9780140231571,5
2,9780140231571,5
1,9780140234442,3
2,9780140234442,5
1,9780140236231,3
2,9780140236231,3
1,9780140237535,4
2,9780140237535,4
1,9780140238280,4
2,9780140238280,4
1,9780140244915,3
2,9780140244915,5
1,9780140247749,5
2,9780140247749,4
1,9780140250916,5
2,9780140250916,4
1,9780140251579,4
2,9780140251579,3
1,9780140252620,3
2,9780140252620,4
1,9780140255256,5
2,9780140255256,4
1,9780140259100,3
2,9780140259100,5
1,9780140260021,3
2,9780140260021,5
1,9780140260892,5
2,9780140260892,4
1,9780140264920,4
2,9780140264920,3
1,9780140271577,5
2,9780140271577,4
1,9780140271799,5
2,9780140271799,3
1,9780140274219,4
2,9780140274219,5
1,9780140275018,5
2,9780140275018,3
1,9780140275650,4
2,9780140275650,4
1,9780140276336,3
2,9780140276336,5
1,9780140276343,5
2,9780140276343,5
1,9780140276909,5
2,9780140276909,4
1,9780140277821,3
2,9780140277821,5
1,9780140278767,5
2,9780140278767,3
1,9780140280463,3
2,9780140280463,4
1,9780140280494,3
2,9780140280494,5
1,9780140281705,4
2,9780140281705,3
1,9780140283358,4
2,9780140283358,3
1,9780140283365,4
2,9780140283365,5
1,9780140284126,4
2,9780140284126,4
1,9780140285970,4
2,9780140285970,4
1,9780140286014,4
2,9780140286014,5
1,9780140286274,3
2,9780140286274,4
1,9780140286373,5
2,9780140286373,4
1,9780140286809,5
2,9780140286809,4
1,9780140288483,3
2,9780140288483,5
1,9780140295948,5
2,9780140295948,5
1,9780140296037,5
2,9780140296037,3
1,9780140296150,4
2,9780140296150,5
1,9780140296617,4
2,9780140296617,4
1,9780140297973,3
2,9780140297973,5
1,9780140298512,4
2,9780140298512,4
1,9780140299144,5
2,9780140299144,4
1,9780140299939,3
2,9780140299939,4
1,9780140299960,4
2,9780140299960,4
1,9780140307375,4
2,9780140307375,5
1,9780140320435,4
2,9780140320435,5
1,9780140345827,5
2,9780140345827,4
1,9780140363333,4
2,9780140363333,5
1,9780140364750,4
2,9780140364750,3
1,9780140367430,4
2,9780140367430,4
1,9780140424386,5
2,9780140424386,5
1,9780140430363,3
2,9780140430363,3
1,9780140433395,3
2,9780140433395,4
1,9780140435191,3
2,9780140435191,5
1,9780140436075,4
2,9780140436075,5
1,9780140436143,4
2,9780140436143,3
1,9780140436587,5
2,9780140436587,5
1,9780140437508,5
2,9780140437508,3
1,9780140437850,4
2,9780140437850,5
1,9780140437911,5
2,9780140437911,4
1,9780140439052,3
2,9780140439052,3
1,9780140440461,5
2,9780140440461,3
1,9780140440935,3
2,9780140440935,3
1,9780140441055,4
2,9780140441055,3
1,9780140441123,5
2,9780140441123,4
1,9780140441222,4
2,9780140441222,3
1,9780140441376,4
2,9780140441376,4
1,9780140441529,5
2,9780140441529,5
1,9780140441734,4
2,9780140441734,5
1,9780140441796,3
2,9780140441796,5
1,9780140442052,3
2,9780140442052,5
1,9780140442243,4
2,9780140442243,4
1,9780140442328,4
2,9780140442328,4
1,9780140442373,4
2,9780140442373,3
1,9780140442410,5
2,9780140442410,5
1,9780140442571,4
2,9780140442571,3
1,9780140442755,3
2,9780140442755,3
1,9780140443073,4
2,9780140443073,3
1,9780140443332,5
2,9780140443332,3
1,9780140443691,3
2,9780140443691,3
1,9780140443943,3
2,9780140443943,5
1,9780140444421,3
2,9780140444421,3
1,9780140444438,3
2,9780140444438,5
1,9780140445145,4
2,9780140445145,3
1,9780140445220,3
2,9780140445220,3
1,9780140445503,5
2,9780140445503,3
1,9780140445770,4
2,9780140445770,3
1,9780140446043,3
2,9780140446043,3
1,9780140446166,4
2,9780140446166,4
1,9780140447200,4
2,9780140447200,5
1,9780140447262,3
2,9780140447262,3
1,9780140447606,5
2,9780140447606,3
1,9780140447804,3
2,9780140447804,5
1,9780140447897,3
2,9780140447897,4
1,9780140447972,3
2,9780140447972,5
1,9780140448009,4
2,9780140448009,3
1,9780140448078,4
2,9780140448078,5
1,9780140448146,5
2,9780140448146,5
1,9780140448153,3
2,9780140448153,5
1,9780140448924,4
2,9780140448924,3
1,9780140448948,3
2,9780140448948,4
1,9780140449082,3
